op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037928100,1080,2402,336,484672,2980,18156,509626,7838,1390,38,9266,500360
72057594037928114,1190,2416,282,488612,2954,8032,503486,6662,1278,38,7978,495508
72057594037928368,1072,2264,316,456540,3564,7920,471676,6946,1312,40,8298,463378
72057594037928832,2954,3562,310,494938,2828,3126,507718,6946,1286,40,8272,499446
72057594037927969,1148,2416,304,456214,2824,16188,479094,7360,1402,40,8802,470292
72057594037928147,1190,2546,258,453570,2924,7322,467810,6856,1366,36,8258,459552
72057594037928171,1136,2470,198,462394,3646,8252,478096,7096,1422,48,8566,469530
72057594037928434,1132,2862,280,478750,4476,7740,495240,6734,1296,38,8068,487172
72057594037928454,1144,2636,286,465992,3732,7980,481770,7714,1420,40,9174,472596
72057594037928651,1134,12350,76,464436,2688,8050,488734,7108,3398,48,10554,478180
72057594037927994,1862,2420,140,472092,3756,18396,498666,6954,1320,40,8314,490352
72057594037928088,1076,2324,140,479080,2632,7968,493220,7550,1306,36,8892,484328
72057594037928116,1086,2266,230,477380,2494,8230,491686,7478,1276,42,8796,482890
72057594037928204,1096,2236,78,489896,2752,7354,503412,7502,1458,40,9000,494412
72057594037928344,1208,2228,264,470818,13074,7814,495406,7806,1416,40,9262,486144
72057594037928382,1082,2226,314,462906,2480,7940,476948,6844,1436,42,8322,468626
72057594037928454,1072,2240,140,473920,3370,2664,483406,7714,1420,40,9174,474232
72057594037928519,1082,2242,268,476092,3008,6958,489650,7390,1320,38,8748,480902
72057594037928670,810,2282,74,479428,2858,18048,503500,6810,1420,36,8266,495234
72057594037928965,1134,2450,344,471748,2904,3556,482136,6880,1306,38,8224,473912
72057594037929010,512,2324,330,486736,3210,6910,500022,7226,1310,38,8574,491448
72057594037929172,1070,2470,172,480464,4354,7810,496340,7658,1386,38,9082,487258
72057594037929240,1102,2390,308,478664,3746,3588,489798,2642,1288,36,3966,485832
72057594037929344,1054,2334,208,475550,3602,6858,489606,6950,1412,42,8404,481202
72057594037929489,1078,2382,128,364920,2762,3602,374872,7272,1298,38,8608,366264
72057594037927964,1104,2490,288,474836,2854,15142,496714,7042,2456,36,9534,487180
72057594037928224,1126,2660,328,469252,2700,6962,483028,7442,1458,38,8938,474090
72057594037928094,1158,2566,258,478422,3056,17690,503150,7438,1650,36,9124,494026
72057594037928809,1976,2306,164,476638,2636,7950,491670,7308,1520,40,8868,482802
72057594037928906,1088,2408,274,465618,3700,7816,480904,6920,1286,38,8244,472660
72057594037929035,1096,2228,162,471880,2916,8138,486420,7746,1340,38,9124,477296
