op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037927973,1236,2448,316,13786,3910,13254,34950,7084,1446,48,8578,26372
72057594037928063,1240,2746,332,31496,4198,8108,48120,7740,1440,46,9226,38894
72057594037928159,1244,2668,308,17234,4112,8080,33646,7608,1418,42,9068,24578
72057594037928675,1242,2788,112,18264,3774,4464,30644,7504,1890,38,9432,21212
72057594037928724,1240,2554,118,16806,4090,8406,33214,7556,1408,36,9000,24214
72057594037928812,1314,2500,110,17506,3790,7938,33158,7862,1448,42,9352,23806
72057594037929081,1246,2542,164,24070,3798,8012,39832,8132,1508,36,9676,30156
72057594037929179,1236,2508,250,22224,3794,8178,38190,7710,1428,40,9178,29012
72057594037929554,1252,2574,132,14854,3892,8174,30878,7746,1370,38,9154,21724
72057594037929915,1256,2530,176,16884,3908,8652,33406,7796,1382,40,9218,24188
72057594037930150,1248,2654,298,19906,4090,11804,40000,5464,11222,36,16722,23278
72057594037930196,1240,2692,180,16306,3894,8058,32370,7810,3032,36,10878,21492
72057594037930454,1234,2682,324,22980,4208,7394,38822,7792,1620,36,9448,29374
72057594037930842,1254,2682,124,23190,3990,8032,39272,8142,2922,36,11100,28172
72057594037930877,1656,2520,130,23934,3708,8094,40042,7710,3566,36,11312,28730
72057594037931193,1996,2522,604,23770,3916,8498,41306,7508,2928,11844,22280,19026
72057594037931202,1244,2742,108,27620,4206,4494,40414,7510,3082,38,10630,29784
72057594037931481,1242,2568,248,31880,3906,8352,48196,7722,1516,36,9274,38922
72057594037931499,1242,2744,128,23010,4168,7556,38848,7622,2978,38,10638,28210
72057594037931666,1236,2442,270,23484,3850,4446,35728,7630,1464,36,9130,26598
72057594037931704,1234,2662,318,21842,2988,8030,37074,7432,2918,34,10384,26690
72057594037931769,1224,2648,182,16246,3872,8306,32478,7626,1502,40,9168,23310
72057594037932153,1238,2642,270,19438,3940,8176,35704,7664,3096,36,10796,24908
72057594037932191,1242,3240,174,23394,4176,4394,36620,7568,2300,40,9908,26712
72057594037932294,228,2722,446,11510,4284,8596,27786,7666,1392,36,9094,18692
72057594037932634,1240,2556,312,24408,3802,7828,40146,7518,3008,38,10564,29582
72057594037932710,1794,2494,304,18496,3748,4412,31248,7596,2932,36,10564,20684
72057594037933136,1250,2514,166,23316,3830,8066,39142,7588,1500,38,9126,30016
72057594037933142,1258,2636,170,24054,2980,7900,38998,7506,3096,38,10640,28358
