op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037928573,1308,2594,74,244784,2848,8910,260518,7606,1568,11852,21026,239492
72057594037929127,1270,2672,146,250080,4026,7684,265878,7602,1390,36,9028,256850
72057594037929419,1296,2522,76,250268,2802,8104,265068,2764,1484,36,4284,260784
72057594037929725,1268,2776,172,244352,3196,8686,260450,7766,1518,36,9320,251130
72057594037930444,1116,2248,192,244592,3532,7792,259472,8150,9680,36,17866,241606
72057594037930997,1126,2472,198,249274,2950,7386,263406,7690,1490,36,9216,254190
72057594037928399,1308,2530,170,241950,4374,8384,258716,7496,1364,36,8896,249820
72057594037928506,1248,2568,76,233518,3886,7558,248854,7700,1528,38,9266,239588
72057594037928852,1266,2540,76,229908,2968,7358,244116,7792,1332,36,9160,234956
72057594037929569,1342,2608,308,247406,3028,8706,263398,7530,1658,36,9224,254174
72057594037927956,1190,2454,276,233546,2782,12584,252832,7730,2306,44,10080,242752
72057594037928207,1178,2634,276,235052,3014,7454,249608,7530,1434,38,9002,240606
72057594037928286,1184,2728,76,257166,3890,8348,273392,7540,1520,38,9098,264294
72057594037928457,1232,2642,76,240002,3210,7302,254464,7772,1466,36,9274,245190
72057594037928470,1184,2620,266,238484,3066,3860,249480,7652,1626,38,9316,240164
72057594037928943,1200,2456,72,247726,2878,7512,261844,7440,1376,42,8858,252986
72057594037928971,1322,2476,382,237806,2728,8110,252824,7586,1508,36,9130,243694
72057594037929116,1188,2610,76,252270,2910,3660,262714,7684,1396,38,9118,253596
72057594037929368,1166,2586,74,228838,2794,3932,239390,7590,1404,42,9036,230354
72057594037929600,1170,2442,132,256370,3828,8106,272048,7426,1512,42,8980,263068
72057594037929668,1184,2786,78,241754,4208,8448,258458,7478,1420,36,8934,249524
72057594037930070,1080,2300,74,252378,2920,7670,266422,7530,1530,36,9096,257326
72057594037930076,330,2330,276,259464,3586,3604,269590,8202,1474,36,9712,259878
72057594037930201,1072,3098,74,245394,2552,7976,260166,7764,1424,36,9224,250942
72057594037930351,1146,2402,178,252104,2860,2676,261366,7850,1442,36,9328,252038
72057594037930660,1076,2402,126,246802,2840,7020,260266,7738,1412,38,9188,251078
72057594037931046,1082,2298,272,177264,2646,7224,190786,7964,1530,34,9528,181258
72057594037929245,1284,2642,308,241076,3014,9086,257410,7646,3536,40,11222,246188
72057594037929357,1276,3508,306,242688,3188,7910,258876,7634,1516,34,9184,249692
72057594037929725,1246,2642,74,237340,2920,8788,253010,7766,1518,36,9320,243690
72057594037930534,1104,2412,282,257572,3728,3114,268212,7588,1416,36,9040,259172
72057594037930542,1112,2778,130,252350,2878,9922,269170,7838,1328,38,9204,259966
72057594037930711,1116,2296,330,225990,3400,2944,236076,7674,1452,36,9162,226914
72057594037928018,1268,2686,76,238122,4360,12860,259372,7700,1378,40,9118,250254
72057594037928138,1304,2746,312,226164,3170,8106,241802,7462,1530,36,9028,232774
72057594037928466,1204,2496,76,239036,2706,7372,252890,7654,1460,36,9150,243740
72057594037929141,1212,2548,74,244012,3052,8298,259196,7578,1424,36,9038,250158
72057594037929301,1238,2486,76,234648,2888,8238,249574,7778,1734,36,9548,240026
72057594037930500,1176,2406,136,244978,2672,3586,254954,7528,1402,38,8968,245986
72057594037928000,1270,2540,76,233044,2688,12490,252108,7640,1380,40,9060,243048
72057594037928149,1250,2858,74,238808,3142,7610,253742,7630,1494,36,9160,244582
72057594037928944,1292,2714,76,228882,4128,8498,245590,7508,1418,38,8964,236626
72057594037928984,1372,2812,312,239428,2858,7450,254232,7724,1338,36,9098,245134
72057594037929815,1310,2514,276,248746,3708,7778,264332,7658,3134,36,10828,253504
72057594037930422,1096,2256,324,245064,2490,7454,258684,7788,1590,40,9418,249266
72057594037930624,1108,2370,178,242402,2858,8844,257760,7610,1420,38,9068,248692
72057594037930875,1104,2444,182,249342,2788,7118,262978,7738,1440,38,9216,253762
72057594037927946,1298,2746,400,96974,3288,14326,119032,7364,1408,42,8814,110218
72057594037927988,1292,2612,462,224326,2768,7770,239230,7726,2226,36,9988,229242
72057594037928404,1268,2688,512,241056,4528,8234,258286,7956,1712,38,9706,248580
72057594037928577,1624,2638,74,251578,2990,8146,267050,7366,1524,36,8926,258124
72057594037930121,1124,2290,148,254548,2558,6812,267480,7714,1530,36,9280,258200
72057594037928593,1248,2656,76,250954,3216,7960,266110,7758,1460,40,9258,256852
72057594037928945,1264,2498,266,238100,2728,8012,252868,7952,1434,36,9422,243446
72057594037929139,1264,2542,338,247658,3848,7954,263604,7528,1534,38,9100,254504
72057594037929163,1260,2506,326,227102,2852,8328,242374,7742,1414,36,9192,233182
72057594037929175,1280,2506,76,233002,3022,8518,248404,7514,1528,36,9078,239326
72057594037929318,1284,2476,176,238604,2836,3488,248864,8156,1460,36,9652,239212
72057594037930150,1166,2302,246,253042,3594,8610,268960,7580,1464,40,9084,259876
72057594037930352,1126,2378,320,245448,3752,7452,260476,7654,1386,36,9076,251400
72057594037930835,1106,2486,322,251082,4276,7656,266928,7562,1368,38,8968,257960
72057594037928483,1306,2482,128,240868,2776,7414,254974,7300,1504,38,8842,246132
72057594037928664,1208,2652,74,242994,3274,7308,257510,7612,1462,36,9110,248400
72057594037928821,1176,2618,10458,238802,2990,7456,263500,7706,1498,36,9240,254260
72057594037928828,1192,2598,260,246046,2886,8064,261046,7642,1696,40,9378,251668
72057594037928958,1208,2492,256,248584,2720,7576,262836,7608,3088,38,10734,252102
72057594037929154,1224,2486,74,234752,4130,7316,249982,7836,1424,36,9296,240686
72057594037929506,1206,2474,324,248724,4546,8180,265454,7404,2058,36,9498,255956
72057594037930112,1092,2198,260,240778,2514,6926,253768,7630,1508,36,9174,244594
72057594037930258,1086,2304,432,242186,2636,7288,255932,7700,1460,36,9196,246736
72057594037930259,1082,2290,88,236622,2788,3530,246400,7948,1464,38,9450,236950
72057594037930335,1074,2296,320,252620,2700,6886,265896,8036,1392,40,9468,256428
72057594037930762,1088,2450,538,243836,3650,7782,259344,7538,1444,36,9018,250326
