op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037928176,1230,2572,74,117404,3968,7666,132914,7564,1384,40,8988,123926
72057594037928228,1190,3030,178,101384,2848,7642,116272,7556,1430,36,9022,107250
72057594037928357,1224,2636,274,115404,3914,7526,130978,7404,1516,40,8960,122018
72057594037928445,1918,2586,74,114430,3160,7692,129860,7352,1508,36,8896,120964
72057594037928625,1618,2452,132,114016,3744,7454,129416,7458,1374,38,8870,120546
72057594037928742,1186,2570,76,105434,3802,7244,120312,7636,1510,36,9182,111130
72057594037928827,1166,2586,78,104572,4630,7212,120244,7376,2828,36,10240,110004
72057594037929661,1164,2468,74,116108,3650,7476,130940,7498,1914,40,9452,121488
72057594037929704,1182,2556,76,108344,3872,8158,124188,7652,1404,36,9092,115096
72057594037930084,1184,2538,74,113894,3774,7770,129234,7582,1442,38,9062,120172
72057594037930181,1696,2462,72,107356,3660,3470,118716,7678,1422,40,9140,109576
72057594037930344,1194,2642,84,118764,4122,7542,134348,7666,1408,40,9114,125234
72057594037930865,1182,2574,76,107494,12468,3458,127252,7626,1492,36,9154,118098
72057594037931254,1832,2440,74,106680,2624,7676,121326,7682,1638,34,9354,111972
72057594037931314,1184,2632,76,107668,4166,8562,124288,7290,1428,36,8754,115534
72057594037931514,2160,2906,86,111376,3922,7448,127898,7730,1382,36,9148,118750
72057594037931574,1188,2618,278,109142,4016,4358,121600,7772,1384,38,9194,112406
72057594037931630,1184,2612,74,116284,3886,3204,127244,7498,1504,38,9040,118204
72057594037931812,1170,2444,232,122790,3820,3210,133666,7626,1962,36,9624,124042
72057594037932004,1190,2520,172,101886,2928,7578,116274,7994,1356,40,9390,106884
72057594037932155,1188,2648,78,107636,3976,7312,122838,7816,1482,36,9334,113504
72057594037932156,1186,2460,78,112786,3764,4870,125144,7632,1842,36,9510,115634
72057594037932363,1194,2496,10772,112230,2796,3218,132706,7574,1392,36,9002,123704
72057594037932395,1272,2580,140,113794,4016,8320,130122,7496,1450,36,8982,121140
72057594037932514,1186,2386,176,116674,2638,7338,130398,7516,3352,38,10906,119492
72057594037933173,1194,2602,274,113794,3850,3296,125010,7580,1374,36,8990,116020
72057594037933595,1188,2394,120,104450,3548,8018,119718,7912,1964,36,9912,109806
72057594037927975,1186,2650,64,119052,2874,12286,138112,7442,1528,42,9012,129100
72057594037928268,1176,2630,74,113308,4028,7634,128850,7706,1488,36,9230,119620
72057594037928522,1180,2462,352,125088,3730,7510,140322,7634,1430,36,9100,131222
72057594037928637,792,2510,74,104010,2696,7196,117278,7766,1524,36,9326,107952
72057594037928640,1178,2516,78,108176,3656,7936,123540,7612,1558,38,9208,114332
72057594037928966,1186,2654,74,109380,4130,7102,124526,7696,1356,38,9090,115436
72057594037929000,1184,2636,76,114520,3984,4150,126550,7468,1442,36,8946,117604
72057594037929017,1184,2602,74,109828,3902,8148,125738,7908,3148,36,11092,114646
72057594037929833,1176,2410,76,125880,3746,7100,140388,7506,1328,36,8870,131518
72057594037929861,1180,2562,76,113246,3790,7396,128250,7718,1420,38,9176,119074
72057594037929946,1192,2540,78,113036,4542,7066,128454,7470,1518,34,9022,119432
72057594037929947,1196,2524,74,114338,2860,4016,125008,7384,1430,34,8848,116160
72057594037930002,1176,2590,76,117714,3586,7100,132242,7554,1412,36,9002,123240
72057594037930096,1196,2410,74,110068,2722,3130,119600,7436,1538,36,9010,110590
72057594037930293,1184,2682,78,115326,3084,3332,125686,7428,1424,38,8890,116796
72057594037930938,1182,2434,76,113154,2660,3058,122564,7578,1416,36,9030,113534
72057594037930987,1176,2426,76,125682,2668,8476,140504,7644,1472,40,9156,131348
72057594037931118,1204,2444,130,98984,3642,7006,113410,7484,1382,36,8902,104508
72057594037931259,1174,2636,74,112492,3044,2920,122340,7494,1384,38,8916,113424
72057594037931394,1170,2662,76,121112,3108,7364,135492,7284,1422,36,8742,126750
72057594037932194,1186,2468,70,125620,2652,7884,139880,7592,2886,38,10516,129364
72057594037932636,1170,3094,76,122922,14030,4258,145550,7580,1442,38,9060,136490
72057594037933378,1180,2674,74,113938,3644,8494,130004,7580,1444,38,9062,120942
72057594037933516,1224,2614,76,114278,4004,7160,129356,8694,1344,38,10076,119280
72057594037934148,1180,2610,76,82548,2890,7732,97036,7638,1484,36,9158,87878
72057594037928078,1276,2540,146,125228,4052,12762,146004,7800,1450,40,9290,136714
72057594037928223,1296,2578,76,115906,3594,7748,131198,7578,1388,40,9006,122192
72057594037928663,1288,3132,80,120634,4358,8062,137554,7532,1502,40,9074,128480
72057594037928753,1278,3246,76,107518,4408,7978,124504,7690,1432,36,9158,115346
72057594037928869,1452,2676,74,112368,3790,7730,128090,7718,1412,40,9170,118920
72057594037929208,1278,2530,74,109132,4638,8248,125900,7712,1466,38,9216,116684
72057594037929308,1280,2666,76,106724,4200,7828,122774,7504,1392,40,8936,113838
72057594037929358,1262,2780,74,119060,3340,7614,134130,7580,1504,34,9118,125012
72057594037929747,1264,2760,76,106044,4104,7652,121900,7380,1438,36,8854,113046
72057594037930066,1268,2498,74,113112,3866,8006,128824,7656,1374,40,9070,119754
72057594037930097,1276,2550,74,114394,3928,3308,125530,7870,1424,34,9328,116202
72057594037930318,1462,2616,260,129008,3226,7392,143964,7894,1368,40,9302,134662
72057594037930903,1484,2536,78,124202,3916,8852,141068,7458,1388,40,8886,132182
72057594037931111,1920,2728,74,116844,3424,7588,132578,7416,2990,38,10444,122134
72057594037931515,1262,2616,196,120912,4044,7462,136492,7602,1516,38,9156,127336
72057594037931823,1282,2708,74,107224,3074,3310,117672,7390,2996,36,10422,107250
72057594037931869,1278,2670,332,113774,4138,3208,125400,7528,1444,38,9010,116390
72057594037931983,1256,2716,76,129772,3024,7540,144384,7488,1382,38,8908,135476
72057594037932276,1268,2716,74,116614,4188,3218,128078,7616,1424,36,9076,119002
72057594037932304,1274,2668,124,121962,4038,9080,139146,7572,1420,36,9028,130118
72057594037932757,1330,2758,74,113314,4100,7398,128974,7462,1376,42,8880,120094
72057594037932957,1284,2772,290,114356,4218,4778,127698,7712,1344,38,9094,118604
72057594037933560,1410,2532,258,131966,3882,7792,147840,7518,1410,36,8964,138876
72057594037933848,1256,2666,218,118230,3846,7354,133570,7672,1514,36,9222,124348
72057594037933860,1254,2812,264,126518,2842,7424,141114,7634,1664,40,9338,131776
72057594037934061,1480,3058,138,111804,3042,4484,124006,7788,1354,36,9178,114828
72057594037928133,1240,2518,76,114586,3430,12314,134164,7690,1396,36,9122,125042
72057594037928199,1248,2496,282,115586,3686,7756,131054,7542,1350,40,8932,122122
72057594037928313,1242,2618,76,123654,3830,8636,140056,7514,1358,38,8910,131146
72057594037928418,1294,2512,74,106562,2900,7248,120590,7538,2840,38,10416,110174
72057594037928465,1254,2598,330,104838,4584,8172,121776,7792,1500,38,9330,112446
72057594037928479,578,2780,286,97758,3076,8500,112978,7726,1468,36,9230,103748
72057594037928499,1442,2906,76,142526,4430,3276,154656,7746,1438,40,9224,145432
72057594037928502,1254,2640,78,103388,2878,8826,119064,7338,1386,36,8760,110304
72057594037928781,1294,3444,74,115050,3846,7518,131226,7778,1512,34,9324,121902
72057594037928895,1242,2528,76,113340,3858,7446,128490,8160,1424,36,9620,118870
72057594037928943,1446,2612,76,123318,3880,7504,138836,7562,1380,38,8980,129856
72057594037929025,1294,2526,74,113910,3912,7446,129162,7602,1394,36,9032,120130
72057594037929090,1366,3056,346,136720,4066,3172,148726,7562,1384,36,8982,139744
72057594037929187,1350,2724,74,130346,4240,7764,146498,7592,2908,36,10536,135962
72057594037929266,1426,2510,74,116156,3794,7464,131424,7426,1544,36,9006,122418
72057594037929475,1260,2752,74,115694,3168,7438,130386,7754,1418,36,9208,121178
72057594037929640,1240,2552,72,121742,3870,3656,133132,7722,1402,36,9160,123972
72057594037929718,1242,2528,76,119830,2690,7666,134032,7540,1516,36,9092,124940
72057594037930567,1258,2698,76,115154,4206,3232,126624,7770,1520,42,9332,117292
72057594037931121,1236,2650,74,117554,2868,10548,134930,7800,1770,36,9606,125324
72057594037931350,1252,2708,76,115026,4124,3282,126468,7508,1414,40,8962,117506
72057594037931364,1252,2518,74,106896,4562,3306,118608,7548,1518,36,9102,109506
72057594037931417,1250,2660,138,128634,3170,3200,139052,7678,1484,36,9198,129854
72057594037931564,1642,2622,272,121094,3878,3256,132764,7276,1488,36,8800,123964
72057594037931673,1252,2698,74,106646,3036,3220,116926,7774,1400,42,9216,107710
72057594037931718,1260,2640,74,129140,3160,4700,140974,8014,1420,40,9474,131500
72057594037931940,220,2538,76,112920,4252,9694,129700,7400,1822,36,9258,120442
72057594037932075,1332,2742,76,125606,4126,3314,137196,7820,1498,36,9354,127842
72057594037932155,1296,2650,76,125750,4036,4570,138378,7816,1482,36,9334,129044
72057594037932439,1248,3240,76,111972,3022,8096,127654,7358,1540,36,8934,118720
72057594037932452,1246,2628,74,114754,3972,8564,131238,7694,1394,36,9124,122114
72057594037932480,1438,2672,74,114756,4096,8352,131388,7948,1384,40,9372,122016
72057594037932925,1260,2718,330,114698,3090,7468,129564,7592,1524,38,9154,120410
72057594037933176,1228,2726,320,105108,4168,7348,120898,7652,1822,36,9510,111388
72057594037933197,1268,2500,74,123572,3938,4392,135744,7544,2008,36,9588,126156
72057594037933839,1248,2498,74,119930,3712,7632,135094,7578,1388,40,9006,126088
72057594037934128,1948,2666,130,106358,3908,8690,123700,7700,1504,36,9240,114460
72057594037928321,1256,2692,78,114686,3968,8036,130716,7942,1530,40,9512,121204
72057594037928701,1250,2752,256,123158,3762,7628,138806,7540,1346,36,8922,129884
72057594037929236,1488,2472,76,114862,3810,7720,130428,7522,1502,36,9060,121368
72057594037929238,1462,2582,128,121496,3944,4446,134058,7504,1526,38,9068,124990
72057594037929339,1244,2702,76,117516,4466,7354,133358,7388,3242,36,10666,122692
72057594037929466,1250,2616,314,107810,4368,7212,123570,7758,1352,40,9150,114420
72057594037929869,1246,2538,76,109406,2848,7630,123744,7480,1518,34,9032,114712
72057594037929969,1262,2528,74,109174,2908,4458,120404,8234,1404,36,9674,110730
72057594037930108,1246,2712,76,116314,4122,7314,131784,7376,1680,40,9096,122688
72057594037930155,1444,2504,76,120706,3148,8142,136020,7468,1430,38,8936,127084
72057594037930173,1936,2584,76,110706,4012,8530,127844,7450,1354,40,8844,119000
72057594037930781,1236,2730,78,117912,4142,3328,129426,7656,1868,40,9564,119862
72057594037930931,1270,2664,258,115692,3998,7898,131780,7682,1524,38,9244,122536
72057594037931156,1262,3212,74,118812,4010,7430,134800,7620,1526,36,9182,125618
72057594037931412,1260,2514,76,108426,3812,7574,123662,7638,1422,38,9098,114564
72057594037931754,1272,2650,76,104238,2924,7626,118786,7380,1524,40,8944,109842
72057594037931965,1246,2620,72,120434,4130,7452,135954,7728,1430,38,9196,126758
72057594037931998,846,2812,74,113372,3742,4304,125150,7826,1422,36,9284,115866
72057594037932445,1324,2654,182,104534,3040,7304,119038,7604,1508,36,9148,109890
72057594037932762,1964,2568,74,99336,3976,7650,115568,7622,2244,40,9906,105662
72057594037933474,1866,2692,290,122262,4286,7806,139202,7834,1562,36,9432,129770
72057594037933658,1256,2574,280,114940,3894,7528,130472,7404,1382,38,8824,121648
72057594037927955,1782,2722,250,112694,3060,12028,132536,7550,1414,46,9010,123526
72057594037928039,1274,2654,66,119018,4364,7616,134992,7712,1420,36,9168,125824
72057594037928766,896,2538,254,121950,3978,7940,137556,7534,1390,36,8960,128596
72057594037928871,1290,2782,74,113602,4186,7626,129560,7674,1420,40,9134,120426
72057594037928934,1288,2698,74,115598,4004,3358,127020,7330,1336,40,8706,118314
72057594037929218,1276,2742,76,107254,4356,3366,119070,7634,1390,36,9060,110010
72057594037929325,1294,2784,76,109074,3338,7838,124404,7520,3216,38,10774,113630
72057594037931274,1276,2596,74,112960,4106,10330,131342,7352,1454,38,8844,122498
72057594037932607,1296,3250,70,117342,3940,7392,133290,8012,3120,36,11168,122122
72057594037933817,1272,2674,152,118092,4256,8780,135226,7352,1378,36,8766,126460
