op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037928037,1240,2482,260,36796,3852,16900,61530,7854,1430,44,9328,52202
72057594037928038,1618,2586,64,43470,11482,7810,67030,7472,1418,46,8936,58094
72057594037928308,1160,2596,172,56146,3194,7348,70616,7586,1766,38,9390,61226
72057594037928370,1186,2590,176,52208,3048,7616,66824,7534,1488,36,9058,57766
72057594037928433,1162,2566,172,63584,3908,6858,78250,7872,1830,40,9742,68508
72057594037928597,1176,3008,66,56760,3880,6774,71664,7694,2946,36,10676,60988
72057594037929034,1180,2482,256,36856,3696,9030,53500,7430,1400,38,8868,44632
72057594037929045,1158,2426,302,45282,3704,7694,60566,7574,1408,40,9022,51544
72057594037929126,1172,2644,322,46424,4158,16460,71180,7512,3108,36,10656,60524
72057594037929266,1168,2444,134,68488,3610,7710,83554,7374,1518,38,8930,74624
72057594037929353,1170,2458,264,61902,2666,7854,76314,7506,1438,38,8982,67332
72057594037929369,1180,2464,310,47866,4590,7844,64254,7808,3618,38,11464,52790
72057594037929487,1164,2730,124,60682,2674,3160,70534,7654,1548,38,9240,61294
72057594037929569,1300,2588,58,58016,3792,8172,73926,7738,1482,36,9256,64670
72057594037929581,1176,2888,66,58896,3806,7478,74310,7584,1420,34,9038,65272
72057594037929720,1172,2664,278,52334,3852,7008,67308,7590,1366,36,8992,58316
72057594037930231,1172,2592,326,55412,4046,3900,67448,7658,1488,36,9182,58266
72057594037930486,1180,2460,68,44864,3852,7982,60406,7660,1382,36,9078,51328
72057594037930928,1158,2566,164,55162,3578,12760,75388,7596,3158,38,10792,64596
72057594037931553,1304,2508,182,61116,3740,3298,72148,7654,3066,38,10758,61390
72057594037932160,1182,2438,132,51178,3638,4240,62808,7622,1432,36,9090,53718
72057594037932330,1180,2954,332,58594,4154,3160,70374,7666,1448,38,9152,61222
72057594037932555,1162,2548,190,53936,3800,4090,65726,7632,1432,36,9100,56626
72057594037932900,1174,2662,314,69494,4062,7520,85226,7962,1448,38,9448,75778
72057594037933170,1164,2596,68,52914,3484,3086,63312,7866,1426,38,9330,53982
72057594037933262,1182,2652,76,66768,3904,7536,82118,7868,1344,40,9252,72866
72057594037933615,1176,2918,326,54358,3898,2952,65628,7576,2964,38,10578,55050
72057594037933671,1168,2458,126,50572,3800,4068,62192,7836,3126,38,11000,51192
72057594037933834,1188,2692,334,56860,4054,4898,70026,7382,1426,36,8844,61182
72057594037934079,1158,2460,272,56258,3776,7818,71742,7712,2084,40,9836,61906
72057594037934270,1180,2494,190,51652,3884,3190,62590,7514,1378,36,8928,53662
72057594037934718,1178,2548,298,58206,3262,7692,73184,7704,1426,36,9166,64018
72057594037934816,1210,2582,354,58738,3970,7312,74166,7574,1462,40,9076,65090
72057594037935080,1188,2600,312,53324,3148,4134,64706,7536,1524,36,9096,55610
72057594037935147,1230,2430,142,53838,3594,8056,69290,7558,1398,36,8992,60298
72057594037935741,1178,2658,622,65412,4000,3144,77014,7610,1882,40,9532,67482
72057594037935949,1278,2614,76,52572,3988,8176,68704,7534,1416,38,8988,59716
72057594037935960,1176,2616,278,52232,4022,3946,64270,7610,1382,36,9028,55242
72057594037936371,1186,3196,260,52826,4072,3992,65532,7868,1544,36,9448,56084
