op_id,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,StageW,StageR1,StageR2,StageR3,StageR,RTT
72057594037928082,1270,2804,292,12472,4282,4960,26080,6288,3924,46,10258,15822
72057594037928129,1258,2554,328,12668,3778,4430,25016,6010,3208,42,9260,15756
72057594037928232,1260,2630,310,12050,4094,4502,24846,5704,3212,40,8956,15890
72057594037928376,1272,2692,294,10948,3992,4398,23596,5504,3016,38,8558,15038
72057594037928442,1274,2728,266,12866,4090,4404,25628,5852,3262,38,9152,16476
72057594037928529,1276,2880,140,10860,4330,4348,23834,5724,3466,40,9230,14604
72057594037928608,1406,2786,304,10192,4146,4308,23142,5518,3076,38,8632,14510
72057594037928739,1250,2626,140,10946,3930,4404,23296,5586,3098,40,8724,14572
72057594037928812,1258,2778,282,11980,4304,4472,25074,5920,3284,40,9244,15830
72057594037928825,1256,2752,316,10870,4088,4398,23680,6242,3222,40,9504,14176
72057594037928990,1250,2712,382,11572,4150,12004,32070,6686,3366,38,10090,21980
72057594037929575,1260,2578,278,12342,3978,4992,25428,5610,3016,40,8666,16762
72057594037929654,1246,2788,134,11090,4202,4396,23856,5570,3018,38,8626,15230
72057594037929742,1262,2504,118,10656,3804,4444,22788,5834,3242,36,9112,13676
72057594037929916,1806,2540,122,12008,3962,4646,25084,4288,3642,36,7966,17118
72057594037929960,1270,2610,240,11170,3928,4396,23614,4650,3392,38,8080,15534
72057594037930197,1268,2610,176,10700,3830,4420,23004,5558,3268,36,8862,14142
72057594037930291,1258,2688,194,11688,4144,4390,24362,5476,2902,38,8416,15946
72057594037930419,1264,2732,346,11714,4080,5292,25428,5502,3118,36,8656,16772
72057594037930736,1268,2532,488,10440,3788,4994,23510,4314,2994,38,7346,16164
72057594037930889,1270,2710,248,10978,4018,5118,24342,5418,3088,36,8542,15800
72057594037930906,1248,2564,274,21828,3844,4414,34172,26954,3176,36,30166,4006
72057594037930940,1268,2524,184,10432,3990,4302,22700,5744,2954,36,8734,13966
72057594037930989,1254,2692,326,10924,3982,4402,23580,5388,3100,36,8524,15056
72057594037931076,1250,2778,332,10962,4366,4422,24110,5510,3028,38,8576,15534
72057594037931089,1248,2746,168,10780,4286,4332,23560,5332,3024,38,8394,15166
72057594037931401,1248,2702,332,11426,3988,4632,24328,7230,3160,38,10428,13900
72057594037931440,1266,2540,124,11996,3984,4406,24316,6170,3268,34,9472,14844
72057594037931903,1256,2620,176,10564,3924,4556,23096,4876,3132,38,8046,15050
72057594037931935,1384,2728,290,10370,4214,4358,23344,5338,3196,36,8570,14774
72057594037932023,1268,2680,336,12542,3986,4446,25258,5284,3934,38,9256,16002
72057594037932128,1260,2724,244,10676,4224,4456,23584,5576,3034,38,8648,14936
72057594037932512,1280,2760,112,12124,4686,4342,25304,6768,3296,38,10102,15202
72057594037932666,1252,2708,156,10634,3958,5240,23948,5314,2972,34,8320,15628
72057594037933022,1260,2722,278,12098,4150,5270,25778,5398,3268,38,8704,17074
72057594037933190,1272,2686,64,12436,4014,4476,24948,5818,3258,36,9112,15836
72057594037933220,1264,2612,274,11744,4066,4492,24452,5914,3142,36,9092,15360
72057594037933412,1258,2560,278,11034,3816,4964,23910,5582,3024,38,8644,15266
72057594037933782,1268,2650,114,10522,3780,4464,22798,4668,3102,36,7806,14992
72057594037933948,1248,2532,288,11222,3786,4372,23448,6074,3108,38,9220,14228
72057594037933968,1262,2736,278,10638,4104,4434,23452,5318,3012,36,8366,15086
72057594037934359,1332,2520,182,11296,3776,4436,23542,4276,3152,36,7464,16078
72057594037934401,1250,2552,186,11214,3908,4938,24048,5772,3170,36,8978,15070
72057594037934407,1254,2768,286,10680,4164,4368,23520,5792,2976,36,8804,14716
72057594037934443,1262,2740,250,12552,4038,4410,25252,7142,3000,38,10180,15072
72057594037934631,1254,2566,272,11308,3882,4336,23618,6018,3040,34,9092,14526
72057594037934751,1248,2710,386,10602,4216,4366,23528,6776,2970,36,9782,13746
72057594037934787,1254,2720,332,11696,4030,5200,25232,5286,2934,36,8256,16976
72057594037934838,1260,2738,240,10400,4268,4352,23258,5596,3018,36,8650,14608
72057594037934869,1268,2596,114,11530,3922,4552,23982,6368,3112,40,9520,14462
72057594037935133,1284,2736,280,10746,4058,4384,23488,5598,3172,40,8810,14678
72057594037935221,9194,2818,188,12216,4000,4578,32994,5668,3328,40,9036,23958
72057594037935341,1252,2706,210,10936,3962,4412,23478,5758,2930,36,8724,14754
72057594037935450,1264,2608,318,10558,4666,4478,23892,5510,3110,36,8656,15236
72057594037935627,1254,2582,164,11964,3832,4314,24110,5980,3154,38,9172,14938
72057594037935695,1256,2676,350,11160,3992,4426,23860,6814,2876,36,9726,14134
72057594037935848,1244,2630,136,11242,3926,4460,23638,4748,3230,36,8014,15624
72057594037935915,1250,2768,278,10392,4204,4392,23284,5432,3192,38,8662,14622
72057594037936113,1246,2586,588,12038,3926,4430,24814,5714,3062,36,8812,16002
72057594037936204,1244,2608,594,11348,3996,4360,24150,5524,3274,38,8836,15314
72057594037936225,1260,2658,270,10702,4008,4498,23396,5384,3286,36,8706,14690
72057594037936236,1254,2766,250,11944,4270,4424,24908,5760,3230,36,9026,15882
72057594037936377,8908,2772,336,11600,4078,5076,32770,5448,3030,36,8514,24256
72057594037936601,1264,2586,252,11038,4174,4446,23760,6040,3000,40,9080,14680
72057594037936711,1266,2770,140,10750,4122,4482,23530,5602,3024,36,8662,14868
72057594037936786,1248,2720,58,12322,4276,4488,25112,5372,3040,40,8452,16660
72057594037936799,1262,2720,296,10388,4220,4358,23244,5398,3118,36,8552,14692
72057594037936921,1260,11380,122,12026,4094,4330,33212,14650,3060,36,17746,15466
72057594037936931,1276,2614,320,12182,3906,4296,24594,5586,3586,34,9206,15388
72057594037936969,1262,2678,174,11308,4210,4334,23966,5446,2918,40,8404,15562
72057594037937195,1250,2766,250,12164,4224,4798,25452,5410,3082,36,8528,16924
72057594037937445,1248,2522,326,12236,3768,4452,24552,5894,3170,36,9100,15452
72057594037937446,1264,2530,324,10782,3778,5320,23998,6044,3050,34,9128,14870
72057594037937491,1258,2538,288,10296,4058,4990,23428,5786,3088,38,8912,14516
72057594037937498,1258,2602,168,12672,4108,4378,25186,6074,3050,38,9162,16024
72057594037937741,1260,2560,318,10482,3730,4468,22818,5538,2904,36,8478,14340
72057594037937878,1262,2584,272,11900,3800,4454,24272,6284,2906,36,9226,15046
72057594037937998,1258,2526,280,12000,3852,4606,24522,5586,3086,36,8708,15814
72057594037938004,1256,2524,276,11450,3854,4404,23764,5680,2986,36,8702,15062
72057594037938005,1354,2566,138,10610,3844,4404,22916,4402,3234,34,7670,15246
72057594037938415,1252,2972,162,11966,3996,4376,24724,7146,3090,38,10274,14450
72057594037938563,1256,2726,184,10782,4196,4820,23964,5370,2998,36,8404,15560
72057594037938785,1258,2680,134,10738,3976,4358,23144,5406,2806,38,8250,14894
72057594037938941,1260,2598,242,11042,4086,4474,23702,5558,3028,38,8624,15078
72057594037939197,1268,2584,322,10486,4102,4390,23152,5868,2972,42,8882,14270
72057594037939268,1248,2932,278,10940,4350,4502,24250,6930,2976,40,9946,14304
72057594037939392,1240,2586,272,10508,4006,4988,23600,5550,3162,36,8748,14852
72057594037939455,1246,2560,304,11982,3972,4406,24470,5748,3088,36,8872,15598
72057594037939554,1274,2708,240,33558,4166,4376,46322,5614,3026,36,8676,37646
72057594037939694,1260,2708,208,11176,3970,4396,23718,6444,3258,36,9738,13980
72057594037940341,1242,2746,126,10788,3990,4394,23286,5790,3116,34,8940,14346
72057594037940577,1246,2666,168,10832,4024,4426,23362,5784,3074,38,8896,14466
72057594037940956,1262,2684,340,10740,4026,4736,23788,5484,3306,36,8826,14962
72057594037940992,1272,2584,172,11068,3852,4440,23388,5626,3318,36,8980,14408
72057594037940997,1270,2690,280,11154,4028,4362,23784,6026,3030,36,9092,14692
72057594037941093,1270,2508,64,10396,4032,4876,23146,4336,2888,40,7264,15882
72057594037941217,1722,2682,158,10560,3938,4386,23446,5502,2918,38,8458,14988
72057594037941353,1256,2526,198,11482,3872,4480,23814,5950,3156,11852,20958,2856
72057594037941438,1268,2564,176,11790,3906,4400,24104,5576,2916,38,8530,15574
72057594037941718,1264,2588,114,10676,4180,4380,23202,5818,3096,42,8956,14246
72057594037941848,1258,2524,250,10560,3982,4492,23066,4316,2938,34,7288,15778
72057594037941865,1264,2594,130,11470,3930,4338,23726,6060,3090,38,9188,14538
72057594037941925,1240,2538,58,11180,3882,4380,23278,4368,3144,36,7548,15730
72057594037942025,1274,2682,274,10560,3912,4392,23094,5468,3044,36,8548,14546
72057594037942106,1262,2598,252,12210,4130,4400,24852,6084,3014,38,9136,15716
72057594037942203,1880,2530,610,10550,4292,4350,24212,4252,3088,36,7376,16836
72057594037942397,1264,2590,272,10438,4020,4412,22996,5970,2940,34,8944,14052
72057594037942507,1256,2796,124,12572,4174,4428,25350,5988,2968,36,8992,16358
72057594037942555,1256,2678,194,10780,4152,4524,23584,5444,2848,38,8330,15254
72057594037942846,1252,2620,170,10934,4390,4404,23770,5764,3174,36,8974,14796
72057594037942896,1274,2606,322,11816,3732,4388,24138,5638,3148,38,8824,15314
72057594037942997,1268,2608,120,10574,3846,4408,22824,4318,3182,36,7536,15288
72057594037943141,1248,2506,252,12248,4022,4422,24698,5814,3430,36,9280,15418
72057594037943256,1254,2536,160,11850,3924,4470,24194,6112,3284,38,9434,14760
72057594037943301,1258,2684,142,12336,4178,4884,25482,5490,3292,36,8818,16664
72057594037943417,1258,2746,324,10928,4130,4408,23794,6780,2886,38,9704,14090
72057594037943461,1254,2532,62,10292,3976,4410,22526,4332,2968,36,7336,15190
72057594037943679,1254,2638,322,10588,3934,4836,23572,5648,3058,36,8742,14830
72057594037943901,1250,2700,252,10232,4536,4426,23396,5898,2986,38,8922,14474
